651132000,1.191
651736800,1.245
652341600,1.242
652946400,1.252
653551200,1.266
654156000,1.272
654760800,1.321
655365600,1.333
655970400,1.339
656575200,1.345
657183600,1.339
657788400,1.334
658393200,1.328
658998000,1.323
659602800,1.311
660207600,1.341
660812400,0.0
661417200,0.0
662022000,0.0
662626800,0.0
663231600,0.0
663836400,0.0
664441200,1.192
665046000,1.168
665650800,1.139
666255600,1.106
666860400,1.078
667465200,1.054
668070000,1.025
668674800,1.045
669279600,1.043
669884400,1.047
670489200,1.052
671090400,1.066
671695200,1.069
672300000,1.09
672904800,1.104
673509600,1.113
674114400,1.121
674719200,1.129
675324000,1.14
675928800,1.138
676533600,1.135
677138400,1.126
677743200,1.114
678348000,1.104
678952800,1.098
679557600,1.094
680162400,1.091
680767200,1.091
681372000,1.099
681976800,1.112
682581600,1.124
683186400,1.124
683791200,1.127
684396000,1.12
685000800,1.11
685605600,1.097
686210400,1.092
686815200,1.089
687420000,1.084
688024800,1.088
688633200,1.091
689238000,1.091
689842800,1.102
690447600,1.104
691052400,1.099
691657200,1.099
692262000,1.091
692866800,1.075
693471600,1.063
694076400,1.053
694681200,1.042
695286000,1.026
695890800,1.014
696495600,1.006
697100400,0.995
697705200,1.004
698310000,1.011
698914800,1.014
699519600,1.012
700124400,1.013
700729200,1.01
701334000,1.015
701938800,1.013
702540000,1.026
703144800,1.051
703749600,1.058
704354400,1.072
704959200,1.089
705564000,1.102
706168800,1.118
706773600,1.12
707378400,1.128
707983200,1.143
708588000,1.151
709192800,1.153
709797600,1.149
710402400,1.147
711007200,1.139
711612000,1.132
712216800,1.128
712821600,1.126
713426400,1.123
714031200,1.116
714636000,1.123
715240800,1.121
715845600,1.121
716450400,1.124
717055200,1.123
717660000,1.118
718264800,1.115
718869600,1.115
719474400,1.113
720082800,1.113
720687600,1.12
721292400,1.12
721897200,1.112
722502000,1.106
723106800,1.098
723711600,1.089
724316400,1.078
724921200,1.074
725526000,1.069
726130800,1.065
726735600,1.066
727340400,1.061
727945200,1.055
728550000,1.055
729154800,1.062
729759600,1.053
730364400,1.047
730969200,1.042
731574000,1.048
732178800,1.058
732783600,1.056
733388400,1.057
733989600,1.068
734594400,1.079
735199200,1.079
735804000,1.086
736408800,1.086
737013600,1.097
737618400,1.106
738223200,1.106
738828000,1.107
739432800,1.104
740037600,1.101
740642400,1.095
741247200,1.089
741852000,1.086
742456800,1.081
743061600,1.075
743666400,1.069
744271200,1.062
744876000,1.06
745480800,1.059
746085600,1.065
746690400,1.062
747295200,1.055
747900000,1.051
748504800,1.045
749109600,1.047
749714400,1.092
750319200,1.09
750924000,1.093
751528800,1.092
752137200,1.084
752742000,1.075
753346800,1.064
753951600,1.058
754556400,1.051
755161200,1.036
755766000,1.018
756370800,1.003
756975600,0.999
757580400,0.992
758185200,0.995
758790000,1.001
759394800,0.999
759999600,1.005
760604400,1.007
761209200,1.016
761814000,1.009
762418800,1.004
763023600,1.007
763628400,1.005
764233200,1.007
764838000,1.012
765439200,1.011
766044000,1.028
766648800,1.033
767253600,1.037
767858400,1.04
768463200,1.045
769068000,1.046
769672800,1.05
770277600,1.056
770882400,1.065
771487200,1.073
772092000,1.079
772696800,1.095
773301600,1.097
773906400,1.103
774511200,1.109
775116000,1.114
775720800,1.13
776325600,1.157
776930400,1.161
777535200,1.165
778140000,1.161
